"data","Val0","Val1","Val2","ttype","cellnames","gmm_cluster"
"Ephys",0.0251502333116298,-0.00884918735214408,-0.0122837432382502,"IT","20180418_sample_6",1
"Ephys",0.0287406030755285,-0.0166930038415859,0.00904063180273453,"IT","20180420_sample_3",2
"Ephys",0.0277168728734688,-0.014724350807372,0.00532853619864262,"IT","20180420_sample_4",2
"Ephys",0.019131300818011,-0.00809451375331524,0.00336207706299822,"IT","20180424_sample_1",1
"Ephys",0.0350070972099489,-0.0226219173401386,0.0179194022609592,"IT","20180424_sample_6",2
"Ephys",0.0331164460149646,-0.0205521867595759,0.0149467219573123,"IT","20180425_sample_2",2
"Ephys",-0.0248924243186207,-0.0188320766068465,0.000136956241136048,"Pvalb","20180425_sample_3",3
"Ephys",-0.00104801713769701,0.0288930272657569,-0.0128667083219157,"Sncg","20180425_sample_5",5
"Ephys",-0.0267288971706184,-0.0247346333933202,-0.00157725793237073,"Pvalb","20180425_sample_7",3
"Ephys",0.00254266080865996,0.0262103200322232,-0.0167047463054772,"Vip","20180425_sample_8",5
"Ephys",0.0281867119562269,-0.0146518083355181,0.00731574672951086,"IT","20180425_sample_9",2
"Ephys",0.0190868492663983,-0.00348214237619076,-0.00617397882864276,"ET","20180426_sample_1",1
"Ephys",0.0326415211311122,-0.0190753216567011,0.012806751009587,"IT","20180426_sample_3",2
"Ephys",0.0284526916313138,-0.0148141974733358,0.00662963085062214,"IT","20180426_sample_4",2
"Ephys",-0.0159946998516397,-0.00741175435411695,-0.00164929068208751,"Pvalb","20180426_sample_5",1
"Ephys",0.0294253927902623,-0.015554974109574,0.00955564394038455,"IT","20180426_sample_7",2
"Ephys",-0.0213565318170104,-0.0139031969107089,0.00708615718868904,"Pvalb","20180426_sample_9",1
"Ephys",0.0317370438610619,-0.0190255140183355,0.0135689053866216,"IT","20180501_sample_2",2
"Ephys",0.027333195126615,-0.0132175465783965,0.00263379015642088,"IT","20180501_sample_3",2
"Ephys",0.0307462335389151,-0.0172900030941635,0.0100574940472468,"IT","20180501_sample_4",2
"Ephys",0.0254149443686679,-0.00836797342614076,0.00383901378585425,"IT","20180501_sample_5",1
"Ephys",-0.00675242759866547,0.0102861334245411,-0.0410556343986681,"Lamp5","20180501_sample_8",5
"Ephys",0.0297110945564776,-0.0149492122863897,0.00573494410388801,"IT","20180502_sample_3",2
"Ephys",-0.0313585320843241,-0.0328311247091254,-0.00177730071837399,"Pvalb","20180508_sample_1",3
"Ephys",0.0276342387927769,-0.0139281791808492,0.00834729322164146,"IT","20180508_sample_2",2
"Ephys",0.0245424282277268,-0.00875828775478118,0.00428851310114571,"IT","20180508_sample_3",1
"Ephys",0.0325147892023565,-0.01979711064732,0.0144365419184894,"IT","20180508_sample_4",2
"Ephys",0.0338970870602944,-0.0209586024511863,0.014238228511758,"IT","20180509_sample_2",2
"Ephys",0.0346682995800724,-0.0223134607191444,0.0169922001503116,"IT","20180509_sample_3",2
"Ephys",0.028755212305311,-0.014838117276733,0.00606760484636807,"IT","20180509_sample_5",2
"Ephys",0.0318437609934936,-0.0179982349125234,0.00934806277292959,"IT","20180509_sample_7",2
"Ephys",0.0316607234026199,-0.0175644710289825,0.0100446833521059,"IT","20180509_sample_9",2
"Ephys",-0.0336464974505603,-0.0372157846759327,0.00112497382465249,"Pvalb","20180510_sample_2",3
"Ephys",0.0268173722065849,-0.00972374756306942,0.00526627428912159,"IT","20180510_sample_3",2
"Ephys",0.0226188581844337,-0.00645536287373994,0.00915492775200405,"IT","20180510_sample_5",1
"Ephys",0.0119041488647872,0.00883513335309916,-0.0130869253815664,"IT","20180510_sample_9",1
"Ephys",-0.0181441771421873,-0.00876483380964013,-0.00113382161594749,"Pvalb","20180515_sample_1",1
"Ephys",-0.0225061513322444,-0.021170010174163,-0.00651225401478897,"Pvalb","20180515_sample_6",1
"Ephys",0.0303177530331047,-0.0159792647641613,0.00889320816892617,"IT","20180522_sample_2",2
"Ephys",0.0261849147997779,-0.0123542538398091,0.00703258810613551,"IT","20180522_sample_3",2
"Ephys",0.0273813815067196,-0.0133887262092166,0.00711888930680649,"IT","20180522_sample_4",2
"Ephys",-0.0294092065179555,-0.0289854623315271,-0.00183802174059397,"Pvalb","20180522_sample_5",3
"Ephys",0.0271563673154754,-0.0136800252395985,0.00897701506827522,"ET","20180522_sample_6",1
"Ephys",0.0291663555861804,-0.0165757813250623,0.00945473674336749,"IT","20180522_sample_7",2
"Ephys",0.0214367880946224,-0.00643461019844738,-0.0156315142018338,"IT","20180524_sample_8",1
"Ephys",-0.0249509660738741,-0.0204536893536665,-0.000831644943813493,"Pvalb","20180524_sample_9",1
"Ephys",0.0181991808360469,-0.00614433549604512,0.00501879101980679,"IT","20180529_sample_3",1
"Ephys",-0.00238438100776918,0.0194840750719226,-0.00849292276386406,"Lamp5","20180608_sample_1",5
"Ephys",-0.029854632104058,-0.0284456915514551,0.00347405863561662,"Pvalb","20180608_sample_2",3
"Ephys",0.0219673562107561,-0.0100955287625454,0.00659920425693029,"IT","20180608_sample_3",1
"Ephys",-0.031410143017057,-0.0322679025102968,0.000978289354059775,"Pvalb","20180608_sample_5",3
"Ephys",-0.0188242480453308,-0.0117456641445178,-0.00217295125745553,"Pvalb","20180619_sample_3",1
"Ephys",0.0341873419818629,-0.0217297913512995,0.0174470878983292,"IT","20180619_sample_5",2
"Ephys",-0.00496466688254582,0.00785928285518344,-0.0634659003758888,"Lamp5","20180619_sample_7",5
"Ephys",0.0344308514119927,-0.0219793880855629,0.0167183509692646,"IT","20180621_sample_1",2
